1,3
2,2
3,2
4,3
5,3
6,3
7,2
8,3
9,3
10,3
11,2
12,2
13,2
14,2
15,3
16,3
17,3
18,3
19,3
20,3
21,3
22,3
23,2
24,2
25,3
26,2
27,3
28,2
29,2
30,3
31,3
32,3
33,3
34,3
35,3
36,3
37,3
38,2
39,2
40,2
41,2
42,2
43,2
44,3
45,2
46,3
47,2
48,3
49,3
50,2
51,3
52,2
53,2
54,2
55,2
56,3
57,3
58,3
59,2
60,3
61,3
62,3
63,3
64,3
65,2
66,3
67,2
68,2
69,2
70,3
71,3
72,3
73,3
74,3
75,3
76,2
77,3
78,3
79,3
80,3
81,2
82,2
83,2
84,3
85,3
86,2
87,3
88,2
89,3
90,2
91,3
92,3
93,3
94,2
95,3
96,2
97,3
98,3
99,3
100,3
101,3
102,3
103,2
104,3
105,3
106,2
107,2
108,2
109,2
110,2
111,3
112,3
113,2
114,3
115,3
116,3
117,3
118,3
119,2
120,2
121,3
122,2
123,2
124,3
125,2
126,3
127,2
128,3
129,3
130,2
131,3
132,3
133,3
134,0
135,3
136,2
137,2
138,3
139,3
140,3
141,3
142,3
143,3
144,3
145,2
146,3
147,3
148,2
149,3
150,2
151,2
152,2
153,2
154,3
155,3
156,3
157,3
158,2
159,2
160,3
161,2
162,2
163,2
164,3
165,3
166,2
167,3
168,2
169,3
170,2
171,3
172,2
173,2
174,2
175,2
176,3
177,3
178,3
179,3
180,3
181,3
182,3
183,2
184,3
185,2
186,3
187,2
188,3
189,3
190,3
191,3
192,3
193,3
194,3
195,2
196,2
197,3
198,3
199,3
200,3
201,3
202,3
203,3
204,2
205,2
206,3
207,2
208,2
209,2
210,2
211,2
212,3
213,3
214,3
215,2
216,2
217,2
218,3
219,3
220,2
221,3
222,3
223,2
224,2
225,3
226,3
227,3
228,2
229,2
230,2
231,3
232,2
233,3
234,3
235,3
236,3
237,3
238,3
239,3
240,3
241,2
242,2
243,3
244,2
245,2
246,2
247,3
248,3
249,2
250,3
251,3
252,3
253,2
254,2
255,2
256,3
257,3
258,3
259,3
260,3
261,3
262,3
263,2
264,2
265,2
266,3
267,2
268,3
269,3
270,3
271,2
272,3
273,2
274,2
275,3
276,2
277,3
278,3
279,3
280,3
281,3
282,3
283,2
284,2
285,2
286,3
287,2
288,3
289,2
290,2
291,3
292,3
293,3
294,2
295,3
296,2
297,3
298,2
299,3
300,3
301,2
302,3
303,3
304,2
305,3
306,2
307,3
308,2
309,3
310,3
311,3
312,2
313,2
314,3
315,2
316,3
317,3
318,3
319,3
320,2
321,3
322,3
323,2
324,2
325,3
326,3
327,3
328,3
329,3
330,3
331,2
332,3
333,3
334,2
335,3
336,2
337,2
338,3
339,2
340,3
341,3
342,2
343,3
344,0
345,3
346,3
347,3
348,2
349,2
350,3
351,2
352,3
353,3
354,3
355,3
356,3
357,3
358,3
359,3
360,3
361,2
362,3
363,2
364,2
365,2
366,2
367,3
368,3
369,2
370,2
371,2
372,2
373,2
374,3
375,3
376,3
377,3
378,3
379,3
380,3
381,0
382,3
383,3
384,3
385,3
386,3
387,3
388,3
389,3
390,3
391,3
392,2
393,3
394,3
395,2
396,3
397,3
398,3
399,3
400,3
