1,3
2,2
3,2
4,2
5,1
6,3
7,2
8,3
9,3
10,2
11,3
12,2
13,2
14,2
15,3
16,2
17,3
18,3
19,2
20,3
21,2
22,2
23,2
24,2
25,2
26,3
27,3
28,3
29,3
30,3
31,2
32,3
33,2
34,2
35,3
36,3
37,3
38,3
39,2
40,2
41,3
42,2
43,2
44,3
45,3
46,3
47,3
48,3
49,2
50,3
51,3
52,3
53,2
54,3
55,2
56,2
57,3
58,3
59,3
60,3
61,2
62,3
63,2
64,3
65,3
66,3
67,3
68,2
69,3
70,3
71,3
72,3
73,3
74,3
75,3
76,2
77,3
78,3
79,2
80,3
81,3
82,3
83,2
84,2
85,3
86,3
87,2
88,3
89,2
90,3
91,3
92,3
93,2
94,2
95,2
96,3
97,3
98,2
99,3
100,2
101,3
102,2
103,2
104,2
105,3
106,3
107,3
108,2
109,3
110,2
111,2
112,2
113,2
114,3
115,3
116,2
117,3
118,3
119,2
120,2
121,3
122,3
123,2
124,3
125,2
126,3
127,2
128,3
129,3
130,3
131,3
132,3
133,3
134,2
135,2
136,3
137,2
138,2
139,3
140,3
141,2
142,3
143,3
144,3
145,3
146,3
147,2
148,2
149,3
150,0
151,2
152,2
153,2
154,3
155,2
156,3
157,2
158,2
159,3
160,3
161,3
162,3
163,2
164,3
165,2
166,2
167,2
168,3
169,3
170,3
171,3
172,3
173,2
174,3
175,2
176,3
177,2
178,3
179,3
180,3
181,3
182,3
183,3
184,2
185,3
186,3
187,3
188,3
189,3
190,2
191,2
192,3
193,3
194,3
195,3
196,3
197,3
198,2
199,3
200,3
201,3
202,2
203,3
204,3
205,2
206,3
207,2
208,3
209,3
210,2
211,2
212,2
213,3
214,3
215,2
216,2
217,3
218,3
219,2
220,3
221,2
222,2
223,2
224,3
225,3
226,3
227,3
228,3
229,2
230,2
231,3
232,3
233,3
234,3
235,2
236,3
237,2
238,2
239,2
240,3
241,2
242,3
243,3
244,3
245,2
246,2
247,3
248,2
249,3
250,2
251,3
252,3
253,2
254,3
255,3
256,3
257,2
258,2
259,3
260,2
261,2
262,3
263,3
264,2
265,3
266,3
267,3
268,3
269,3
270,2
271,3
272,2
273,3
274,3
275,2
276,3
277,2
278,2
279,2
280,3
281,3
282,3
283,3
284,3
285,3
286,3
287,3
288,3
289,3
290,3
291,2
292,3
293,2
294,2
295,2
296,3
297,3
298,2
299,3
300,2
301,3
302,2
303,3
304,3
305,3
306,3
307,2
308,3
309,3
310,3
311,3
312,3
313,2
314,2
315,3
316,3
317,3
318,3
319,3
320,2
321,3
322,3
323,3
324,2
325,3
326,2
327,2
328,3
329,2
330,3
331,3
332,3
333,3
334,3
335,3
336,3
337,3
338,2
339,2
340,2
341,2
342,2
343,3
344,3
345,2
346,3
347,2
348,3
349,3
350,2
351,3
352,2
353,3
354,2
355,3
356,3
357,3
358,3
359,3
360,3
361,2
362,2
363,2
364,3
365,2
366,3
367,2
368,3
369,2
370,3
371,3
372,3
373,3
374,2
375,3
376,2
377,2
378,3
379,3
380,3
381,3
382,3
383,2
384,3
385,3
386,2
387,3
388,3
389,2
390,3
391,2
392,3
393,3
394,3
395,2
396,3
397,2
398,3
399,2
400,2
