1,2
2,2
3,2
4,3
5,3
6,2
7,3
8,2
9,2
10,2
11,2
12,3
13,3
14,2
15,2
16,2
17,3
18,3
19,2
20,3
21,2
22,3
23,2
24,3
25,3
26,2
27,2
28,3
29,2
30,2
31,3
32,2
33,3
34,2
35,2
36,3
37,3
38,2
39,3
40,3
41,3
42,2
43,3
44,3
45,3
46,3
47,2
48,3
49,3
50,3
51,2
52,2
53,3
54,3
55,2
56,3
57,2
58,2
59,3
60,3
61,3
62,3
63,3
64,2
65,3
66,3
67,2
68,2
69,3
70,2
71,2
72,3
73,3
74,3
75,3
76,3
77,2
78,3
79,2
80,3
81,3
82,3
83,3
84,2
85,3
86,3
87,3
88,2
89,3
90,2
91,3
92,2
93,3
94,2
95,3
96,3
97,2
98,3
99,3
100,3
101,2
102,3
103,3
104,2
105,2
106,3
107,3
108,3
109,3
110,2
111,2
112,2
113,3
114,2
115,3
116,3
117,2
118,3
119,3
120,2
121,3
122,3
123,2
124,3
125,3
126,3
127,3
128,3
129,2
130,3
131,3
132,3
133,3
134,2
135,2
136,2
137,3
138,3
139,3
140,2
141,3
142,2
143,2
144,3
145,3
146,3
147,3
148,3
149,2
150,2
151,2
152,3
153,3
154,3
155,2
156,2
157,2
158,3
159,3
160,2
161,3
162,3
163,3
164,3
165,3
166,3
167,3
168,3
169,2
170,3
171,3
172,2
173,2
174,3
175,3
176,3
177,2
178,3
179,3
180,3
181,3
182,3
183,3
184,3
185,3
186,3
187,3
188,3
189,3
190,2
191,2
192,3
193,3
194,1
195,2
196,3
197,3
198,2
199,2
200,3
201,2
202,3
203,2
204,3
205,3
206,3
207,2
208,2
209,3
210,3
211,3
212,2
213,2
214,3
215,2
216,2
217,3
218,2
219,2
220,3
221,2
222,2
223,3
224,2
225,2
226,3
227,1
228,2
229,2
230,2
231,0
232,2
233,3
234,3
235,3
236,2
237,3
238,3
239,3
240,3
241,2
242,2
243,1
244,3
245,3
246,3
247,3
248,3
249,3
250,3
251,3
252,1
253,3
254,3
255,3
256,1
257,3
258,1
259,2
260,0
261,0
262,2
263,3
264,3
265,3
266,3
267,2
268,2
269,2
270,3
271,2
272,3
273,3
274,3
275,3
276,3
277,2
278,2
279,2
280,2
281,3
282,0
283,2
284,3
285,2
286,3
287,2
288,0
289,2
290,1
291,1
292,1
293,0
294,2
295,0
296,0
297,3
298,0
299,2
300,0
301,3
302,3
303,3
304,1
305,0
306,3
307,0
308,3
309,2
310,2
311,1
312,1
313,2
314,1
315,0
316,1
317,1
318,2
319,1
320,3
321,1
322,0
323,1
324,2
325,1
326,1
327,1
328,1
329,1
330,1
331,1
332,1
333,1
334,1
335,1
336,1
337,1
338,1
339,1
340,1
341,1
342,1
343,1
344,1
345,1
346,1
347,1
348,1
349,1
350,1
351,1
352,1
353,1
354,1
355,1
356,1
357,1
358,1
359,1
360,1
361,1
362,1
363,1
364,1
365,1
366,1
367,1
368,1
369,1
370,1
371,1
372,1
373,1
374,1
375,1
376,1
377,1
378,1
379,1
380,1
381,1
382,1
383,1
384,1
385,1
386,1
387,1
388,1
389,1
390,1
391,1
392,1
393,1
394,1
395,1
396,1
397,1
398,1
399,1
400,1
